,season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,mnth,yr,prediction
14525,3,0,0,2,0.72,0.697,0.79,0.0,10,9,1,407.0
12037,2,0,1,1,0.64,0.6061,0.73,0.1045,18,5,1,596.0
2558,2,0,1,1,0.46,0.4545,0.38,0.1642,12,4,0,112.0
1844,2,0,1,1,0.5,0.4848,0.42,0.3284,14,3,0,96.0
15347,4,0,0,1,0.6,0.6212,0.43,0.5224,16,10,1,680.0
14364,3,0,0,1,0.64,0.5758,0.89,0.2239,17,8,1,241.0
16875,4,0,1,2,0.5,0.4848,0.82,0.2239,22,12,1,220.0
7530,4,0,1,2,0.56,0.5303,0.64,0.0896,9,11,0,227.0
15623,4,0,1,1,0.44,0.4394,0.88,0.2239,4,10,1,12.0
5707,3,0,1,1,0.54,0.5152,0.77,0.0,6,8,0,108.0
4044,3,0,1,1,0.74,0.697,0.7,0.2537,10,6,0,108.0
8936,1,0,1,2,0.3,0.2424,0.7,0.5522,5,1,1,25.0
9452,1,0,1,1,0.38,0.3939,0.4,0.1343,18,2,1,385.0
12994,3,0,0,1,0.88,0.7727,0.3,0.2537,15,6,1,409.0
3372,2,0,1,1,0.7,0.6515,0.61,0.0896,10,5,0,170.0
10920,2,0,1,1,0.38,0.3939,0.43,0.2836,4,4,1,6.0
6945,4,0,0,1,0.4,0.4091,0.62,0.194,0,10,0,70.0
3634,2,0,0,2,0.6,0.5909,0.73,0.2537,8,6,0,84.0
14922,3,0,1,2,0.56,0.5303,0.83,0.2239,23,9,1,115.0
1743,1,0,1,1,0.42,0.4242,0.67,0.2537,8,3,0,123.0
6210,3,0,1,2,0.54,0.5152,1.0,0.1045,8,9,0,347.0
16237,4,0,1,1,0.24,0.2121,0.65,0.2836,7,11,1,387.0
3517,2,0,1,1,0.86,0.803,0.47,0.0,11,5,0,153.0
15881,4,0,0,3,0.44,0.4394,0.88,0.3582,22,10,1,83.0
13302,3,0,1,2,0.76,0.6818,0.45,0.1343,11,7,1,202.0
13739,3,0,1,1,0.76,0.7121,0.58,0.2239,16,7,1,224.0
8327,4,0,0,1,0.32,0.303,0.45,0.2836,15,12,0,237.0
11200,2,1,0,1,0.68,0.6364,0.51,0.2537,21,4,1,233.0
3396,2,0,1,1,0.7,0.6667,0.74,0.2836,10,5,0,121.0
7268,4,0,1,2,0.44,0.4394,0.67,0.4478,11,11,0,117.0
520,1,0,0,1,0.12,0.1212,0.3,0.2836,19,1,0,30.0
4870,3,0,1,1,0.8,0.7273,0.46,0.2537,20,7,0,323.0
131,1,0,1,1,0.22,0.2273,0.51,0.1642,17,1,0,159.0
9386,1,0,1,1,0.44,0.4394,0.38,0.2836,0,2,1,42.0
14119,3,0,1,1,0.8,0.697,0.33,0.1045,12,8,1,346.0
15395,4,1,0,3,0.42,0.4242,0.58,0.194,16,10,1,98.0
16967,4,0,1,1,0.36,0.3485,0.46,0.1343,18,12,1,498.0
12850,3,0,0,1,0.86,0.7424,0.28,0.2239,15,6,1,475.0
5915,3,0,1,3,0.64,0.5606,0.94,0.194,0,9,0,14.0
15767,4,0,1,1,0.5,0.4848,0.77,0.0896,4,10,1,11.0
1979,2,0,1,1,0.2,0.197,0.34,0.2239,8,3,0,210.0
4745,3,0,1,1,0.9,0.9242,0.53,0.2537,15,7,0,134.0
7061,4,0,1,1,0.5,0.4848,0.88,0.0,20,10,0,260.0
10630,2,0,0,1,0.56,0.5303,0.73,0.0896,1,3,1,130.0
17063,4,0,1,1,0.38,0.3939,0.46,0.3284,18,12,1,569.0
12619,2,0,1,1,0.6,0.5909,0.73,0.1642,0,6,1,47.0
4822,3,0,0,1,0.84,0.7879,0.49,0.1642,20,7,0,145.0
3597,2,0,1,1,0.68,0.6212,0.26,0.2836,19,6,0,382.0
2201,2,0,1,1,0.5,0.4848,0.34,0.4179,14,4,0,228.0
1579,1,0,1,1,0.26,0.2576,0.7,0.194,7,3,0,119.0
6510,4,0,1,3,0.4,0.4091,0.82,0.0,20,10,0,101.0
5135,3,0,0,2,0.7,0.6667,0.84,0.3284,21,8,0,60.0
15518,4,0,0,1,0.44,0.4394,0.44,0.1642,19,10,1,283.0
16062,4,0,1,1,0.3,0.2879,0.56,0.2239,23,11,1,64.0
9693,1,0,1,1,0.3,0.303,0.42,0.1642,20,2,1,201.0
8522,1,1,0,1,0.3,0.3182,0.56,0.0896,20,12,0,81.0
10731,2,0,1,1,0.36,0.3333,0.46,0.3582,6,3,1,126.0
4313,3,0,0,1,0.84,0.803,0.53,0.2985,15,7,0,374.0
12525,2,0,1,1,0.66,0.6212,0.74,0.1045,2,6,1,6.0
13256,3,0,1,2,0.8,0.7121,0.42,0.1642,13,7,1,374.0
5766,3,0,1,2,0.68,0.6364,0.65,0.1642,17,9,0,536.0
2769,2,0,0,1,0.4,0.4091,0.54,0.3881,7,4,0,91.0
388,1,1,0,2,0.2,0.2121,0.47,0.1642,16,1,0,86.0
1953,2,0,0,3,0.18,0.197,0.74,0.1642,4,3,0,5.0
7814,4,0,0,1,0.36,0.3485,0.87,0.194,5,11,0,4.0
12836,3,0,0,2,0.68,0.6364,0.54,0.0896,1,6,1,118.0
315,1,0,1,1,0.24,0.2424,0.38,0.1642,15,1,0,62.0
2004,2,0,1,1,0.28,0.2576,0.28,0.3881,9,3,0,121.0
7442,4,1,0,1,0.34,0.303,0.39,0.3284,17,11,0,199.0
413,1,0,1,2,0.22,0.2576,0.93,0.0896,6,1,0,18.0
8778,1,0,1,1,0.46,0.4545,0.36,0.194,14,1,1,170.0
15734,4,0,1,1,0.52,0.5,0.52,0.1045,19,10,1,590.0
3383,2,0,1,1,0.66,0.6212,0.69,0.1343,21,5,0,220.0
13047,3,0,1,1,0.78,0.697,0.43,0.1343,20,7,1,389.0
605,1,0,1,3,0.18,0.2121,0.93,0.1045,11,1,0,31.0
15,1,0,0,2,0.44,0.4394,0.77,0.2985,15,1,0,93.0
8914,1,0,1,2,0.34,0.3182,0.87,0.2836,7,1,1,232.0
8099,4,0,1,1,0.22,0.2727,0.8,0.0,3,12,0,2.5
3049,2,0,1,1,0.46,0.4545,0.88,0.2537,23,5,0,78.0
3952,2,0,0,2,0.8,0.7273,0.46,0.2836,14,6,0,367.0
309,1,0,1,1,0.14,0.1515,0.69,0.1343,9,1,0,100.0
1483,1,0,1,1,0.2,0.1515,0.8,0.5224,4,3,0,1.0
1253,1,0,1,3,0.34,0.303,0.93,0.3582,9,2,0,46.0
6486,4,0,0,2,0.36,0.3333,0.76,0.2537,20,10,0,109.0
6373,4,0,1,2,0.6,0.5152,0.94,0.0896,3,9,0,12.0
9001,1,0,0,1,0.18,0.2121,0.37,0.0896,22,1,1,78.0
4609,3,0,1,1,0.64,0.6212,0.61,0.1642,23,7,0,75.0
2517,2,0,1,2,0.5,0.4848,0.72,0.194,19,4,0,270.0
5963,3,0,0,1,0.62,0.5606,0.88,0.0,0,9,0,116.0
11249,2,0,1,2,0.42,0.4242,0.77,0.0896,22,4,1,165.0
2128,2,0,0,1,0.44,0.4394,0.33,0.2985,13,4,0,354.0
702,1,0,1,2,0.24,0.2879,0.75,0.0,15,2,0,90.0
10199,1,0,1,1,0.2,0.197,0.44,0.2537,1,3,1,6.0
13028,3,0,1,2,0.76,0.7121,0.58,0.194,1,7,1,11.0
3842,2,0,1,1,0.6,0.6212,0.49,0.194,0,6,0,65.0
11469,2,0,0,1,0.36,0.3485,0.43,0.1642,2,4,1,81.0
14208,3,0,1,2,0.6,0.5606,0.83,0.0,5,8,1,37.0
1111,1,0,0,1,0.46,0.4545,0.14,0.4179,1,2,0,102.0
7640,4,0,0,1,0.38,0.3939,0.62,0.2239,23,11,0,117.0
1904,2,0,1,1,0.2,0.2273,0.69,0.1045,3,3,0,5.0
12653,2,0,0,1,0.64,0.6212,0.47,0.194,10,6,1,404.0
637,1,0,0,1,0.18,0.2121,0.74,0.0896,20,1,0,33.0
248,1,0,1,2,0.16,0.1515,0.86,0.2239,17,1,0,125.0
2406,2,1,0,1,0.38,0.3939,0.82,0.0896,4,4,0,2.0
8875,1,0,1,1,0.42,0.4242,0.38,0.3582,16,1,1,231.0
696,1,0,1,2,0.16,0.2273,0.93,0.0,9,2,0,109.0
16417,4,0,1,1,0.38,0.3939,0.43,0.194,19,11,1,332.0
15478,4,0,1,1,0.36,0.3636,0.76,0.0896,3,10,1,2.0
14273,3,0,1,1,0.64,0.6061,0.73,0.0,22,8,1,235.0
7333,4,0,1,1,0.32,0.3485,0.93,0.0,4,11,0,4.0
2228,2,0,1,1,0.52,0.5,0.52,0.2836,17,4,0,508.0
16169,4,0,0,1,0.46,0.4545,0.59,0.1343,11,11,1,423.0
16360,4,0,1,2,0.36,0.3333,0.66,0.2537,10,11,1,164.0
70,1,0,1,1,0.16,0.1818,0.59,0.1045,1,1,0,3.0
16870,4,0,1,2,0.48,0.4697,0.82,0.2836,17,12,1,300.0
1178,1,1,0,3,0.22,0.197,0.75,0.4478,21,2,0,27.0
14783,3,0,1,1,0.52,0.5,0.83,0.0,4,9,1,6.0
9293,1,0,0,1,0.26,0.2879,0.6,0.0896,3,1,1,13.0
14557,3,1,0,1,0.74,0.697,0.66,0.1642,18,9,1,490.0
1891,2,0,1,2,0.3,0.303,0.7,0.1343,14,3,0,68.0
14539,3,1,0,2,0.66,0.5909,0.94,0.0,0,9,1,99.0
11072,2,0,1,2,0.4,0.4091,0.4,0.3582,13,4,1,306.0
10191,1,0,1,3,0.3,0.2727,0.45,0.2985,17,3,1,155.0
14260,3,0,1,1,0.68,0.6364,0.65,0.0,9,8,1,328.0
16695,4,0,1,1,0.44,0.4394,0.77,0.1343,10,12,1,178.0
11353,2,0,1,2,0.3,0.2727,0.81,0.2985,6,4,1,80.0
2089,2,0,1,1,0.3,0.303,0.56,0.1642,22,4,0,53.0
12189,2,1,0,1,0.6,0.5606,0.83,0.2239,2,5,1,40.0
4191,3,0,1,1,0.84,0.7576,0.44,0.0,13,6,0,189.0
17341,1,0,0,1,0.26,0.2121,0.41,0.5821,10,12,1,118.0
2957,2,0,0,1,0.46,0.4545,0.72,0.0896,3,5,0,32.0
14175,3,0,0,1,0.7,0.6364,0.45,0.1045,20,8,1,300.0
11004,2,0,0,1,0.64,0.6061,0.19,0.3284,16,4,1,587.0
6225,3,0,1,1,0.6,0.5152,0.94,0.1045,23,9,0,71.0
4993,3,0,0,1,0.74,0.697,0.66,0.2239,23,7,0,139.0
1083,1,0,1,1,0.52,0.5,0.55,0.3881,21,2,0,102.0
10656,2,0,0,3,0.42,0.4242,0.94,0.2985,3,3,1,21.0
2853,2,0,1,1,0.68,0.6364,0.57,0.3582,19,5,0,383.0
12657,2,0,0,1,0.72,0.6515,0.37,0.2239,14,6,1,607.0
5489,3,0,0,1,0.7,0.6667,0.84,0.2836,15,8,0,253.0
5865,3,0,1,3,0.54,0.5152,0.88,0.2836,21,9,0,74.0
4519,3,0,1,1,0.7,0.6667,0.79,0.0896,5,7,0,15.0
944,1,0,1,1,0.18,0.2424,0.69,0.0,23,2,0,11.0
9263,1,0,1,2,0.4,0.4091,0.76,0.1045,21,1,1,145.0
13260,3,0,1,1,0.8,0.697,0.31,0.2239,17,7,1,849.0
7342,4,0,1,1,0.54,0.5152,0.49,0.0896,13,11,0,196.0
17022,4,0,1,2,0.38,0.3939,0.87,0.1045,1,12,1,17.0
8116,4,0,1,1,0.3,0.3333,0.81,0.0,20,12,0,184.0
4985,3,0,0,1,0.92,0.7727,0.18,0.2985,15,7,0,349.0
3328,2,0,1,2,0.72,0.6818,0.62,0.5224,14,5,0,204.0
13062,3,0,1,1,0.86,0.7576,0.34,0.194,11,7,1,211.0
9027,1,0,1,2,0.26,0.2273,0.7,0.3284,0,1,1,27.0
4391,3,0,1,1,0.7,0.6667,0.79,0.194,21,7,0,250.0
367,1,0,0,1,0.18,0.197,0.47,0.1343,19,1,0,55.0
10069,1,0,1,2,0.4,0.4091,0.82,0.2836,15,2,1,146.0
9773,1,0,1,2,0.28,0.2727,0.93,0.194,4,2,1,4.0
15797,4,0,1,2,0.54,0.5152,0.83,0.1343,10,10,1,197.0
1152,1,0,0,2,0.34,0.3333,0.36,0.1343,19,2,0,101.0
15802,4,0,1,1,0.62,0.6061,0.65,0.1343,15,10,1,448.0
8416,1,0,1,2,0.36,0.3788,0.87,0.0,8,12,0,229.0
8149,4,0,0,1,0.18,0.2121,0.59,0.1045,5,12,0,5.0
6750,4,0,1,1,0.62,0.5758,0.83,0.2836,20,10,0,225.0
13582,3,0,1,1,0.66,0.6212,0.65,0.2239,3,7,1,8.0
2012,2,0,1,1,0.4,0.4091,0.2,0.1343,17,3,0,136.0
2615,2,0,0,2,0.56,0.5303,0.83,0.2836,21,4,0,167.0
7809,4,0,0,1,0.36,0.3788,0.81,0.0,0,11,0,71.0
4936,3,0,1,1,0.96,0.8636,0.3,0.2239,14,7,0,155.0
9393,1,0,1,3,0.38,0.3939,0.62,0.0896,7,2,1,268.0
16913,4,0,1,2,0.34,0.3636,0.42,0.0,12,12,1,238.0
12247,2,0,1,1,0.7,0.6515,0.54,0.0,12,5,1,330.0
184,1,0,0,1,0.1,0.0606,0.39,0.4478,23,1,0,27.0
4959,3,0,0,1,0.88,0.7576,0.29,0.0,13,7,0,420.0
10678,2,0,1,1,0.48,0.4697,0.82,0.2537,1,3,1,18.0
9629,1,0,0,3,0.24,0.2273,0.87,0.2239,4,2,1,1.0
6149,3,0,0,2,0.54,0.5152,0.68,0.1045,19,9,0,248.0
11117,2,0,1,1,0.44,0.4394,0.38,0.194,10,4,1,230.0
5230,3,0,1,1,0.76,0.6667,0.31,0.1343,20,8,0,288.0
13315,3,0,0,2,0.72,0.6667,0.48,0.0896,0,7,1,137.0
8873,1,0,1,1,0.42,0.4242,0.38,0.2985,14,1,1,170.0
7816,4,0,0,1,0.38,0.3939,0.87,0.2239,7,11,0,57.0
8517,1,1,0,1,0.38,0.3939,0.4,0.2537,15,12,0,140.0
10536,1,0,1,2,0.54,0.5152,0.88,0.0,3,3,1,6.0
592,1,0,1,1,0.18,0.2121,0.74,0.0896,21,1,0,48.0
11693,2,0,1,2,0.52,0.5,0.77,0.194,10,5,1,175.0
6927,4,0,1,1,0.36,0.3485,0.71,0.1642,6,10,0,99.0
16915,4,0,1,2,0.34,0.3636,0.46,0.0,14,12,1,238.0
1028,1,0,1,1,0.32,0.303,0.21,0.2239,13,2,0,84.0
7524,4,0,1,2,0.54,0.5152,0.68,0.3284,3,11,0,4.0
3925,2,0,1,1,0.68,0.6364,0.69,0.2537,11,6,0,160.0
13019,3,0,0,1,0.92,0.8333,0.33,0.2985,16,7,1,389.0
7142,4,0,0,1,0.24,0.2121,0.75,0.2985,5,10,0,1.0
538,1,0,1,2,0.14,0.1364,0.46,0.2239,14,1,0,60.0
14563,3,0,1,2,0.7,0.6667,0.84,0.2537,0,9,1,96.0
13303,3,0,1,2,0.76,0.6818,0.4,0.1045,12,7,1,292.0
10915,2,0,1,1,0.52,0.5,0.23,0.4179,23,4,1,51.0
11658,2,0,0,2,0.56,0.5303,0.83,0.2836,23,5,1,133.0
5527,3,0,1,1,0.54,0.5152,0.56,0.194,5,8,0,26.0
11277,2,0,1,1,0.44,0.4394,0.88,0.194,2,4,1,17.0
2310,2,0,1,1,0.46,0.4545,0.94,0.194,4,4,0,1.0
5833,3,1,0,2,0.72,0.6818,0.7,0.194,12,9,0,337.0
13454,3,0,1,1,0.84,0.7576,0.44,0.2537,19,7,1,582.0
13063,3,0,1,1,0.88,0.7576,0.28,0.194,12,7,1,283.0
3455,2,0,0,1,0.66,0.6212,0.74,0.2985,21,5,0,220.0
11781,2,0,1,1,0.46,0.4545,0.44,0.1642,2,5,1,11.0
6515,4,0,1,2,0.4,0.4091,0.87,0.1045,1,10,0,17.0
6913,4,0,1,2,0.48,0.4697,0.51,0.4478,16,10,0,272.0
9529,1,0,1,1,0.3,0.2879,0.7,0.194,0,2,1,24.0
16515,4,0,0,1,0.26,0.303,0.48,0.0,21,11,1,139.0
12876,3,0,1,1,0.8,0.6818,0.24,0.4627,17,6,1,900.0
4162,3,0,1,1,0.66,0.6212,0.74,0.194,8,6,0,420.0
1765,1,0,0,1,0.44,0.4394,0.44,0.4179,6,3,0,2.0
8298,4,0,0,2,0.26,0.2424,0.52,0.2836,10,12,0,129.0
14344,3,0,0,1,0.62,0.5758,0.83,0.3582,21,8,1,163.0
10605,2,0,1,1,0.56,0.5303,0.83,0.0,0,3,1,29.0
13793,3,0,1,1,0.74,0.697,0.7,0.194,22,8,1,288.0
465,1,0,1,1,0.2,0.1667,0.47,0.4627,10,1,0,44.0
15465,4,0,1,1,0.52,0.5,0.32,0.0896,14,10,1,308.0
1197,1,0,1,1,0.16,0.1515,0.43,0.2537,22,2,0,34.0
4209,3,0,1,1,0.7,0.6515,0.54,0.2239,7,6,0,317.0
5333,3,0,1,1,0.6,0.5606,0.83,0.194,3,8,0,7.0
9264,1,0,1,1,0.38,0.3939,0.82,0.1045,22,1,1,94.0
12408,2,0,1,1,0.48,0.4697,0.77,0.0,5,6,1,23.0
13022,3,0,0,1,0.84,0.7424,0.39,0.1343,19,7,1,250.0
9442,1,0,1,1,0.24,0.2273,0.65,0.2239,8,2,1,528.0
8355,4,0,1,2,0.36,0.3485,0.53,0.1642,19,12,0,313.0
2531,2,0,1,1,0.66,0.6212,0.61,0.2836,9,4,0,227.0
11123,2,0,1,1,0.56,0.5303,0.26,0.2537,16,4,1,362.0
9986,1,0,0,1,0.24,0.2273,0.41,0.194,3,2,1,66.0
4003,2,0,1,1,0.7,0.6515,0.54,0.0,17,6,0,625.0
16529,4,0,1,1,0.4,0.4091,0.37,0.2985,11,11,1,268.0
5516,3,0,1,1,0.72,0.6515,0.28,0.2985,18,8,0,591.0
6630,4,0,0,1,0.52,0.5,0.77,0.1045,20,10,0,229.0
2019,2,0,1,2,0.32,0.3485,0.57,0.0,0,3,0,17.0
9933,1,0,1,1,0.44,0.4394,0.54,0.2537,22,2,1,159.0
5459,3,0,0,1,0.7,0.6515,0.65,0.0,9,8,0,227.0
4731,3,0,1,2,0.74,0.7273,0.84,0.2239,1,7,0,23.0
15987,4,0,0,1,0.34,0.3333,0.53,0.1343,20,11,1,139.0
10347,1,0,1,1,0.34,0.3485,0.57,0.1045,6,3,1,91.0
4111,3,0,0,1,0.62,0.6061,0.61,0.1343,5,6,0,6.0
11971,2,0,0,1,0.52,0.5,0.48,0.1045,0,5,1,170.0
1945,2,0,0,2,0.28,0.2727,0.45,0.2537,20,3,0,40.0
13426,3,0,1,3,0.92,0.8485,0.35,0.3582,15,7,1,254.0
12898,3,0,1,1,0.72,0.6515,0.28,0.4627,15,6,1,249.0
2570,2,0,1,1,0.36,0.3485,0.62,0.194,0,4,0,25.0
10764,2,0,1,1,0.52,0.5,0.39,0.3582,15,3,1,255.0
5163,3,0,1,1,0.68,0.6364,0.83,0.1343,1,8,0,12.0
10872,2,0,1,1,0.32,0.3333,0.66,0.0896,4,4,1,1.0
16734,4,0,1,1,0.52,0.5,0.55,0.3284,1,12,1,18.0
13624,3,0,1,1,0.8,0.7424,0.49,0.6119,21,7,1,396.0
5751,3,0,1,3,0.62,0.5909,0.73,0.1045,2,9,0,11.0
9450,1,0,1,1,0.4,0.4091,0.37,0.1045,16,2,1,287.0
16783,4,0,1,2,0.26,0.2727,0.7,0.1343,2,12,1,8.0
3283,2,0,0,2,0.72,0.6515,0.42,0.1642,17,5,0,344.0
4903,3,0,1,1,0.7,0.6515,0.65,0.1045,5,7,0,30.0
16891,4,0,1,2,0.38,0.3939,0.5,0.2239,14,12,1,270.0
5031,3,0,1,1,0.86,0.7424,0.3,0.2239,13,8,0,168.0
9638,1,0,0,2,0.26,0.2424,0.81,0.2836,13,2,1,67.0
9247,1,0,1,2,0.3,0.3182,0.75,0.1045,5,1,1,26.0
5172,3,0,1,1,0.8,0.7424,0.52,0.3881,10,8,0,153.0
15681,4,0,0,1,0.56,0.5303,0.4,0.0,14,10,1,711.0
2452,2,0,0,1,0.4,0.4091,0.62,0.194,2,4,0,81.0
1237,1,0,1,3,0.38,0.3939,0.62,0.2836,16,2,0,177.0
16998,4,0,0,3,0.34,0.3485,0.76,0.1045,1,12,1,108.0
2060,2,0,1,2,0.3,0.2879,0.87,0.2537,17,3,0,233.0
7033,4,0,1,1,0.56,0.5303,0.37,0.194,16,10,0,326.0
3307,2,0,0,1,0.7,0.6515,0.58,0.2537,17,5,0,341.0
13561,3,0,1,1,0.66,0.6061,0.83,0.1343,6,7,1,158.0
10168,1,0,0,1,0.32,0.2727,0.33,0.6119,18,3,1,195.0
133,1,0,1,1,0.22,0.2576,0.55,0.0896,19,1,0,110.0
5155,3,0,0,3,0.74,0.7121,0.74,0.6418,17,8,0,392.0
12366,2,0,1,1,0.64,0.6212,0.38,0.4925,11,6,1,235.0
408,1,0,1,2,0.22,0.2727,0.93,0.0,0,1,0,10.0
14709,3,0,1,1,0.54,0.5152,0.6,0.3582,2,9,1,26.0
4602,3,0,1,1,0.72,0.6667,0.51,0.194,16,7,0,308.0
14510,3,0,0,3,0.78,0.7424,0.62,0.0,19,9,1,215.0
2058,2,0,1,3,0.3,0.2727,0.87,0.2985,15,3,0,69.0
8124,4,0,0,2,0.26,0.2727,0.65,0.1045,4,12,0,6.0
17058,4,0,1,1,0.5,0.4848,0.42,0.2836,13,12,1,260.0
7934,4,0,1,1,0.22,0.2727,0.8,0.0,6,12,0,63.0
2764,2,0,0,2,0.44,0.4394,0.54,0.2239,2,4,0,32.0
6529,4,0,1,1,0.58,0.5455,0.56,0.2836,15,10,0,182.0
11219,2,0,1,1,0.68,0.6212,0.22,0.3582,16,4,1,376.0
6074,3,0,1,2,0.54,0.5152,0.77,0.4627,16,9,0,213.0
2215,2,0,1,1,0.34,0.3333,0.76,0.194,4,4,0,2.0
3045,2,0,1,1,0.56,0.5303,0.52,0.1343,19,5,0,374.0
16713,4,0,1,2,0.4,0.4091,0.87,0.1343,4,12,1,10.0
1482,1,0,1,1,0.2,0.1515,0.8,0.5821,3,3,0,1.0
7626,4,0,0,1,0.28,0.2576,0.52,0.2985,9,11,0,135.0
13211,3,0,1,1,0.78,0.697,0.4,0.2836,16,7,1,487.0
2943,2,0,0,1,0.6,0.6212,0.35,0.2836,13,5,0,438.0
15580,4,0,1,1,0.48,0.4697,0.55,0.2537,9,10,1,360.0
4978,3,0,0,1,0.76,0.697,0.55,0.2239,8,7,0,112.0
14926,3,0,1,2,0.52,0.5,0.63,0.2537,3,9,1,7.0
4963,3,0,0,1,0.9,0.7879,0.29,0.1045,17,7,0,249.0
15866,4,0,0,2,0.5,0.4848,0.59,0.2985,7,10,1,48.0
7109,4,0,1,3,0.34,0.3182,0.61,0.2239,20,10,0,308.0
2548,2,0,1,1,0.5,0.4848,0.42,0.3881,2,4,0,12.0
10349,1,0,1,1,0.34,0.3333,0.61,0.1343,8,3,1,560.0
5945,3,0,0,1,0.58,0.5455,0.94,0.1642,6,9,0,18.0
11400,2,0,1,1,0.34,0.3636,0.66,0.0,5,4,1,27.0
8791,1,0,0,1,0.32,0.3333,0.57,0.1045,3,1,1,52.0
3469,2,0,0,2,0.66,0.6061,0.83,0.2836,11,5,0,88.0
16989,4,0,0,1,0.4,0.4091,0.5,0.1343,16,12,1,408.0
9998,1,0,0,1,0.36,0.3485,0.29,0.0,15,2,1,331.0
7025,4,0,1,1,0.44,0.4394,0.72,0.0,8,10,0,457.0
4064,3,0,1,1,0.72,0.697,0.74,0.1642,6,6,0,94.0
1858,2,0,1,3,0.32,0.3182,0.87,0.194,5,3,0,12.0
17328,1,0,0,2,0.28,0.2424,0.56,0.4925,21,12,1,66.0
9978,1,0,0,1,0.26,0.2121,0.33,0.4478,19,2,1,80.0
4343,3,1,0,2,0.74,0.6818,0.62,0.1045,21,7,0,183.0
11522,2,0,1,1,0.4,0.4091,0.5,0.194,7,4,1,406.0
12453,2,0,1,1,0.56,0.5303,0.56,0.0,2,6,1,5.0
3355,2,0,1,1,0.7,0.6515,0.61,0.1045,17,5,0,517.0
14763,3,0,1,1,0.56,0.5303,0.64,0.1045,8,9,1,730.0
7687,4,0,1,3,0.4,0.4091,0.87,0.1343,22,11,0,106.0
14000,3,0,0,1,0.8,0.7424,0.49,0.3582,13,8,1,562.0
9565,1,0,1,2,0.28,0.2576,0.65,0.2836,12,2,1,129.0
6423,4,0,1,1,0.52,0.5,0.83,0.194,5,9,0,24.0
1057,1,0,1,1,0.34,0.3182,0.53,0.2239,19,2,0,135.0
16500,4,0,0,2,0.22,0.2424,0.47,0.1045,6,11,1,11.0
14459,3,0,1,1,0.8,0.7273,0.43,0.1642,16,8,1,465.0
8261,4,0,1,1,0.5,0.4848,0.63,0.2985,21,12,0,156.0
15135,4,0,1,2,0.64,0.6061,0.69,0.2239,20,9,1,306.0
872,1,0,1,1,0.16,0.1212,0.4,0.4627,19,2,0,91.0
8833,1,0,0,1,0.28,0.2727,0.56,0.2239,21,1,1,79.0
4015,3,0,1,2,0.6,0.5455,0.88,0.1343,5,6,0,22.0
4231,3,0,1,1,0.58,0.5455,0.64,0.2537,5,6,0,29.0
9957,1,0,1,1,0.4,0.4091,0.37,0.5821,22,2,1,66.0
4980,3,0,0,1,0.84,0.7424,0.36,0.1642,10,7,0,261.0
16272,4,0,1,2,0.36,0.3485,0.57,0.194,18,11,1,497.0
3492,2,1,0,1,0.8,0.7576,0.55,0.2537,10,5,0,264.0
4764,3,0,1,1,0.9,0.9242,0.53,0.0896,10,7,0,109.0
8324,4,0,0,1,0.26,0.2576,0.6,0.2239,12,12,0,288.0
13865,3,0,0,1,0.72,0.697,0.79,0.0896,22,8,1,269.0
13825,3,0,0,1,0.7,0.6667,0.84,0.2239,6,8,1,19.0
8653,1,0,0,1,0.26,0.2727,0.87,0.1045,8,1,1,78.0
1924,2,0,1,2,0.26,0.2424,0.38,0.2836,23,3,0,19.0
14242,3,0,1,1,0.76,0.6667,0.37,0.0,15,8,1,338.0
15298,4,0,1,1,0.72,0.6667,0.54,0.2836,15,10,1,300.0
1351,1,0,1,1,0.32,0.3333,0.36,0.1343,14,3,0,78.0
11248,2,0,1,2,0.42,0.4242,0.82,0.0896,21,4,1,221.0
12391,2,0,1,2,0.54,0.5152,0.56,0.2239,12,6,1,263.0
866,1,0,1,2,0.24,0.197,0.32,0.4478,13,2,0,65.0
3344,2,0,1,2,0.58,0.5455,0.94,0.194,6,5,0,109.0
4301,3,0,0,3,0.68,0.6364,0.65,0.0896,3,7,0,27.0
6580,4,0,1,1,0.54,0.5152,0.64,0.0896,18,10,0,486.0
3533,2,0,1,1,0.68,0.6364,0.89,0.194,3,6,0,5.0
2449,2,0,0,2,0.44,0.4394,0.77,0.2836,23,4,0,146.0
11062,2,0,1,1,0.32,0.303,0.45,0.2836,2,4,1,3.0
12268,2,0,1,1,0.66,0.6212,0.47,0.2537,9,5,1,282.0
260,1,0,1,1,0.14,0.1515,0.69,0.1343,7,1,0,94.0
9025,1,1,0,2,0.3,0.2727,0.49,0.3582,22,1,1,64.0
16336,4,0,0,1,0.34,0.303,0.66,0.2985,10,11,1,320.0
15818,4,0,1,2,0.52,0.5,0.88,0.1045,7,10,1,526.0
7223,4,0,1,1,0.5,0.4848,0.45,0.1642,14,11,0,179.0
13130,3,0,1,1,0.78,0.697,0.46,0.1343,7,7,1,343.0
2209,2,0,1,1,0.46,0.4545,0.41,0.2836,22,4,0,102.0
833,1,0,1,1,0.2,0.2576,0.86,0.0,4,2,0,1.0
8672,1,1,0,1,0.28,0.2576,0.45,0.3284,4,1,1,6.0
11901,2,0,1,1,0.56,0.5303,0.94,0.194,2,5,1,10.0
15697,4,0,0,1,0.4,0.4091,0.62,0.0,6,10,1,80.0
